Feature,Estimator,AUC,AUC_best,Accuracy,Accuracy_best,F1,F1_best,Precision,Precision_best,Recall,Recall_best
age : max_hr : exercise_induced_angina : num_major_vessels,knn,0,0,0.7381609195402299,"{'n_neighbors': 60, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : num_major_vessels,logistic,0,0,0.7814942528735632,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : num_major_vessels,gaussian,0,0,0.7647126436781609,{},0,0,0,0,0,0
age : max_hr : exercise_induced_angina : num_major_vessels,svc,0,0,0.7816091954022989,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : num_major_vessels,decision_tree,0,0,0.653448275862069,"{'max_features': 'log2', 'max_leaf_nodes': 10, 'max_depth': 10}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : num_major_vessels,random_forest,0,0,0.7177011494252874,"{'max_features': 'log2', 'max_leaf_nodes': 25, 'bootstrap': False, 'max_depth': 1}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : thal,linear,0,0,0.3700636686732842,{'normalize': False},0,0,0,0,0,0
age : max_hr : exercise_induced_angina : thal,knn,0,0,0.751264367816092,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : thal,logistic,0,0,0.774712643678161,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : thal,gaussian,0,0,0.7680459770114942,{},0,0,0,0,0,0
age : max_hr : exercise_induced_angina : thal,svc,0,0,0.781264367816092,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : thal,decision_tree,0,0,0.6701149425287356,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 25}",0,0,0,0,0,0
age : max_hr : exercise_induced_angina : thal,random_forest,0,0,0.6970114942528736,"{'max_features': 'sqrt', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 5}",0,0,0,0,0,0
age : max_hr : st_depression : num_major_vessels,linear,0,0,0.3354961018761667,{'normalize': True},0,0,0,0,0,0
age : max_hr : st_depression : num_major_vessels,knn,0,0,0.7714942528735633,"{'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : max_hr : st_depression : num_major_vessels,logistic,0,0,0.777816091954023,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : max_hr : st_depression : num_major_vessels,gaussian,0,0,0.7542528735632182,{},0,0,0,0,0,0
age : max_hr : st_depression : num_major_vessels,svc,0,0,0.7616091954022988,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : max_hr : st_depression : num_major_vessels,decision_tree,0,0,0.6802298850574713,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 5}",0,0,0,0,0,0
age : max_hr : st_depression : num_major_vessels,random_forest,0,0,0.7077011494252873,"{'max_features': 'log2', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 30}",0,0,0,0,0,0
age : max_hr : st_depression : thal,linear,0,0,0.37172783956407274,{'normalize': True},0,0,0,0,0,0
age : max_hr : st_depression : thal,knn,0,0,0.7779310344827587,"{'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : max_hr : st_depression : thal,logistic,0,0,0.7841379310344829,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
age : max_hr : st_depression : thal,gaussian,0,0,0.7709195402298852,{},0,0,0,0,0,0
age : max_hr : st_depression : thal,svc,0,0,0.7845977011494254,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : max_hr : st_depression : thal,decision_tree,0,0,0.696896551724138,"{'max_features': 'log2', 'max_leaf_nodes': 25, 'max_depth': 5}",0,0,0,0,0,0
age : max_hr : st_depression : thal,random_forest,0,0,0.7139080459770114,"{'max_features': 'log2', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
age : max_hr : num_major_vessels : thal,linear,0,0,0.4209578016899929,{'normalize': True},0,0,0,0,0,0
age : max_hr : num_major_vessels : thal,knn,0,0,0.7781609195402299,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : max_hr : num_major_vessels : thal,logistic,0,0,0.8149425287356322,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : max_hr : num_major_vessels : thal,gaussian,0,0,0.7744827586206898,{},0,0,0,0,0,0
age : max_hr : num_major_vessels : thal,svc,0,0,0.777816091954023,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : max_hr : num_major_vessels : thal,decision_tree,0,0,0.7303448275862069,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 25}",0,0,0,0,0,0
age : max_hr : num_major_vessels : thal,random_forest,0,0,0.7542528735632182,"{'max_features': 'log2', 'max_leaf_nodes': 2, 'bootstrap': False, 'max_depth': 10}",0,0,0,0,0,0
age : exercise_induced_angina : st_depression : num_major_vessels,linear,0,0,0.36061711952360487,{'normalize': True},0,0,0,0,0,0
age : exercise_induced_angina : st_depression : num_major_vessels,knn,0,0,0.7475862068965518,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : exercise_induced_angina : st_depression : num_major_vessels,logistic,0,0,0.7813793103448277,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : exercise_induced_angina : st_depression : num_major_vessels,gaussian,0,0,0.7748275862068965,{},0,0,0,0,0,0
age : exercise_induced_angina : st_depression : num_major_vessels,svc,0,0,0.7647126436781609,"{'C': 1000, 'shrinking': True, 'gamma': 0.0001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : exercise_induced_angina : st_depression : num_major_vessels,decision_tree,0,0,0.6939080459770115,"{'max_features': 'log2', 'max_leaf_nodes': 15, 'max_depth': 15}",0,0,0,0,0,0
age : exercise_induced_angina : st_depression : num_major_vessels,random_forest,0,0,0.7171264367816093,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 20}",0,0,0,0,0,0
age : exercise_induced_angina : st_depression : thal,linear,0,0,0.3723058026531968,{'normalize': False},0,0,0,0,0,0
age : exercise_induced_angina : st_depression : thal,knn,0,0,0.7374712643678162,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 20, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : exercise_induced_angina : st_depression : thal,logistic,0,0,0.7911494252873563,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : exercise_induced_angina : st_depression : thal,gaussian,0,0,0.7744827586206896,{},0,0,0,0,0,0
age : exercise_induced_angina : st_depression : thal,svc,0,0,0.7781609195402298,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : exercise_induced_angina : st_depression : thal,decision_tree,0,0,0.6735632183908045,"{'max_features': 'sqrt', 'max_leaf_nodes': 30, 'max_depth': 1}",0,0,0,0,0,0
age : exercise_induced_angina : st_depression : thal,random_forest,0,0,0.7073563218390805,"{'max_features': None, 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
age : exercise_induced_angina : num_major_vessels : thal,linear,0,0,0.4258339060977702,{'normalize': False},0,0,0,0,0,0
age : exercise_induced_angina : num_major_vessels : thal,knn,0,0,0.7945977011494254,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : exercise_induced_angina : num_major_vessels : thal,logistic,0,0,0.8113793103448277,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : exercise_induced_angina : num_major_vessels : thal,gaussian,0,0,0.7848275862068965,{},0,0,0,0,0,0
age : exercise_induced_angina : num_major_vessels : thal,svc,0,0,0.7911494252873564,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : exercise_induced_angina : num_major_vessels : thal,decision_tree,0,0,0.7140229885057472,"{'max_features': 'auto', 'max_leaf_nodes': 20, 'max_depth': 15}",0,0,0,0,0,0
age : exercise_induced_angina : num_major_vessels : thal,random_forest,0,0,0.7372413793103447,"{'max_features': 'auto', 'max_leaf_nodes': 30, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
age : st_depression : num_major_vessels : thal,linear,0,0,0.4014494898811833,{'normalize': False},0,0,0,0,0,0
age : st_depression : num_major_vessels : thal,knn,0,0,0.7741379310344828,"{'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 20, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : st_depression : num_major_vessels : thal,logistic,0,0,0.8044827586206897,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : st_depression : num_major_vessels : thal,gaussian,0,0,0.7810344827586209,{},0,0,0,0,0,0
age : st_depression : num_major_vessels : thal,svc,0,0,0.7845977011494254,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : st_depression : num_major_vessels : thal,decision_tree,0,0,0.7239080459770115,"{'max_features': 'sqrt', 'max_leaf_nodes': 2, 'max_depth': 15}",0,0,0,0,0,0
age : st_depression : num_major_vessels : thal,random_forest,0,0,0.7644827586206896,"{'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 20}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : max_hr,linear,0,0,0.2375777484306957,{'normalize': False},0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : max_hr,knn,0,0,0.7305747126436782,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : max_hr,logistic,0,0,0.7305747126436782,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : max_hr,gaussian,0,0,0.7304597701149425,{},0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : max_hr,svc,0,0,0.7302298850574713,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : max_hr,decision_tree,0,0,0.6398850574712642,"{'max_features': 'auto', 'max_leaf_nodes': 30, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : max_hr,random_forest,0,0,0.680344827586207,"{'max_features': 'log2', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : exercise_induced_angina,linear,0,0,0.2262408674649174,{'normalize': True},0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : exercise_induced_angina,knn,0,0,0.710344827586207,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : exercise_induced_angina,logistic,0,0,0.7373563218390805,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : exercise_induced_angina,gaussian,0,0,0.7406896551724138,{},0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : exercise_induced_angina,svc,0,0,0.7406896551724138,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : exercise_induced_angina,decision_tree,0,0,0.6733333333333333,"{'max_features': 'auto', 'max_leaf_nodes': 25, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : exercise_induced_angina,random_forest,0,0,0.7168965517241379,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 30}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : st_depression,linear,0,0,0.2542233798566924,{'normalize': True},0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : st_depression,knn,0,0,0.7370114942528735,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : st_depression,logistic,0,0,0.7309195402298851,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : st_depression,gaussian,0,0,0.7571264367816093,{},0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : st_depression,svc,0,0,0.726896551724138,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : st_depression,decision_tree,0,0,0.663448275862069,"{'max_features': 'log2', 'max_leaf_nodes': 2, 'max_depth': 15}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : st_depression,random_forest,0,0,0.7239080459770115,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 15}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : num_major_vessels,linear,0,0,0.2842010427573146,{'normalize': False},0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : num_major_vessels,knn,0,0,0.7471264367816092,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : num_major_vessels,logistic,0,0,0.7708045977011495,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : num_major_vessels,gaussian,0,0,0.7540229885057471,{},0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : num_major_vessels,svc,0,0,0.7575862068965519,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : num_major_vessels,decision_tree,0,0,0.7639080459770116,"{'max_features': 'sqrt', 'max_leaf_nodes': 30, 'max_depth': 5}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : num_major_vessels,random_forest,0,0,0.7675862068965518,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 25}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : thal,linear,0,0,0.3238052238335717,{'normalize': True},0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : thal,knn,0,0,0.7506896551724138,"{'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : thal,logistic,0,0,0.777816091954023,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : thal,gaussian,0,0,0.7778160919540229,{},0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : thal,svc,0,0,0.7742528735632185,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : thal,decision_tree,0,0,0.7142528735632183,"{'max_features': 'log2', 'max_leaf_nodes': 10, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : resting_bp : cholesterol : thal,random_forest,0,0,0.7273563218390804,"{'max_features': 'log2', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : exercise_induced_angina,linear,0,0,0.2765087472368624,{'normalize': True},0,0,0,0,0,0
chest_pain : resting_bp : max_hr : exercise_induced_angina,knn,0,0,0.7270114942528736,"{'n_neighbors': 40, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : exercise_induced_angina,logistic,0,0,0.7537931034482759,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : exercise_induced_angina,gaussian,0,0,0.7302298850574712,{},0,0,0,0,0,0
chest_pain : resting_bp : max_hr : exercise_induced_angina,svc,0,0,0.7605747126436782,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : exercise_induced_angina,decision_tree,0,0,0.6296551724137932,"{'max_features': 'auto', 'max_leaf_nodes': 15, 'max_depth': 15}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : exercise_induced_angina,random_forest,0,0,0.7139080459770115,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 5}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : st_depression,linear,0,0,0.3002605418538635,{'normalize': False},0,0,0,0,0,0
chest_pain : resting_bp : max_hr : st_depression,knn,0,0,0.7167816091954022,"{'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : st_depression,logistic,0,0,0.7406896551724138,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : st_depression,gaussian,0,0,0.770689655172414,{},0,0,0,0,0,0
chest_pain : resting_bp : max_hr : st_depression,svc,0,0,0.7,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : st_depression,decision_tree,0,0,0.64,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 10}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : st_depression,random_forest,0,0,0.7368965517241379,"{'max_features': 'sqrt', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 30}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : num_major_vessels,linear,0,0,0.33644881982597885,{'normalize': False},0,0,0,0,0,0
chest_pain : resting_bp : max_hr : num_major_vessels,knn,0,0,0.7778160919540231,"{'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : num_major_vessels,logistic,0,0,0.7941379310344827,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : num_major_vessels,gaussian,0,0,0.784367816091954,{},0,0,0,0,0,0
chest_pain : resting_bp : max_hr : num_major_vessels,svc,0,0,0.7910344827586206,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : num_major_vessels,decision_tree,0,0,0.6973563218390806,"{'max_features': 'sqrt', 'max_leaf_nodes': 15, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : num_major_vessels,random_forest,0,0,0.7482758620689656,"{'max_features': 'log2', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 10}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : thal,linear,0,0,0.3782787638491513,{'normalize': True},0,0,0,0,0,0
chest_pain : resting_bp : max_hr : thal,knn,0,0,0.7640229885057472,"{'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : thal,logistic,0,0,0.787816091954023,"{'penalty': 'l2', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : thal,gaussian,0,0,0.7944827586206897,{},0,0,0,0,0,0
chest_pain : resting_bp : max_hr : thal,svc,0,0,0.7879310344827587,"{'C': 100, 'shrinking': True, 'gamma': 0.0001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : thal,decision_tree,0,0,0.6967816091954023,"{'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 25}",0,0,0,0,0,0
chest_pain : resting_bp : max_hr : thal,random_forest,0,0,0.754367816091954,"{'max_features': 'log2', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 30}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : st_depression,linear,0,0,0.2996069836212185,{'normalize': True},0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : st_depression,knn,0,0,0.7304597701149426,"{'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : st_depression,logistic,0,0,0.7641379310344828,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : st_depression,gaussian,0,0,0.7708045977011495,{},0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : st_depression,svc,0,0,0.7642528735632184,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : st_depression,decision_tree,0,0,0.6801149425287355,"{'max_features': 'sqrt', 'max_leaf_nodes': 30, 'max_depth': 10}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : st_depression,random_forest,0,0,0.7035632183908046,"{'max_features': 'sqrt', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : num_major_vessels,linear,0,0,0.35204018867615694,{'normalize': False},0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : num_major_vessels,knn,0,0,0.7744827586206897,"{'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : num_major_vessels,logistic,0,0,0.7775862068965518,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : num_major_vessels,gaussian,0,0,0.777816091954023,{},0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : num_major_vessels,svc,0,0,0.7913793103448276,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : num_major_vessels,decision_tree,0,0,0.7408045977011495,"{'max_features': 'log2', 'max_leaf_nodes': 10, 'max_depth': 30}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : num_major_vessels,random_forest,0,0,0.7544827586206897,"{'max_features': 'auto', 'max_leaf_nodes': 25, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : thal,linear,0,0,0.3593782003103177,{'normalize': False},0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : thal,knn,0,0,0.7543678160919541,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : thal,logistic,0,0,0.787816091954023,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : thal,gaussian,0,0,0.7949425287356322,{},0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : thal,svc,0,0,0.7950574712643679,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : thal,decision_tree,0,0,0.7204597701149426,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 5}",0,0,0,0,0,0
chest_pain : resting_bp : exercise_induced_angina : thal,random_forest,0,0,0.7232183908045977,"{'max_features': 'auto', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : resting_bp : st_depression : num_major_vessels,linear,0,0,0.3447200201467719,{'normalize': False},0,0,0,0,0,0
chest_pain : resting_bp : st_depression : num_major_vessels,knn,0,0,0.7440229885057471,"{'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : resting_bp : st_depression : num_major_vessels,logistic,0,0,0.7875862068965518,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
chest_pain : resting_bp : st_depression : num_major_vessels,gaussian,0,0,0.7811494252873563,{},0,0,0,0,0,0
chest_pain : resting_bp : st_depression : num_major_vessels,svc,0,0,0.7643678160919541,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : st_depression : num_major_vessels,decision_tree,0,0,0.7036781609195403,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 15}",0,0,0,0,0,0
chest_pain : resting_bp : st_depression : num_major_vessels,random_forest,0,0,0.7474712643678163,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
chest_pain : resting_bp : st_depression : thal,linear,0,0,0.37260731718373646,{'normalize': True},0,0,0,0,0,0
chest_pain : resting_bp : st_depression : thal,knn,0,0,0.7571264367816092,"{'n_neighbors': 40, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
chest_pain : resting_bp : st_depression : thal,logistic,0,0,0.801264367816092,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
chest_pain : resting_bp : st_depression : thal,gaussian,0,0,0.794712643678161,{},0,0,0,0,0,0
chest_pain : resting_bp : st_depression : thal,svc,0,0,0.774367816091954,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
chest_pain : resting_bp : st_depression : thal,decision_tree,0,0,0.706551724137931,"{'max_features': 'auto', 'max_leaf_nodes': 30, 'max_depth': 10}",0,0,0,0,0,0
chest_pain : resting_bp : st_depression : thal,random_forest,0,0,0.7039080459770115,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 20}",0,0,0,0,0,0
chest_pain : resting_bp : num_major_vessels : thal,linear,0,0,0.4137941086671214,{'normalize': False},0,0,0,0,0,0
chest_pain : resting_bp : num_major_vessels : thal,knn,0,0,0.8180459770114943,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
chest_pain : resting_bp : num_major_vessels : thal,logistic,0,0,0.811264367816092,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
chest_pain : resting_bp : num_major_vessels : thal,gaussian,0,0,0.7911494252873563,{},0,0,0,0,0,0
chest_pain : resting_bp : num_major_vessels : thal,svc,0,0,0.8214942528735631,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
