Feature,Estimator,AUC,AUC_best,Accuracy,Accuracy_best,F1,F1_best,Precision,Precision_best,Recall,Recall_best
age : chest_pain : resting_bp : cholesterol : max_hr : st_depression : num_major_vessels,decision_tree,0,0,0.7275862068965517,"{'max_features': 'sqrt', 'max_leaf_nodes': 15, 'max_depth': 5}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : max_hr : st_depression : num_major_vessels,random_forest,0,0,0.7644827586206897,"{'max_features': 'log2', 'max_leaf_nodes': 25, 'bootstrap': False, 'max_depth': 1}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : max_hr : st_depression : thal,linear,0,0,0.39625058480913555,{'normalize': True},0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : max_hr : st_depression : thal,knn,0,0,0.7774712643678161,"{'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : max_hr : st_depression : thal,logistic,0,0,0.8011494252873564,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : max_hr : st_depression : thal,gaussian,0,0,0.7910344827586208,{},0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : max_hr : st_depression : thal,svc,0,0,0.801264367816092,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : max_hr : st_depression : thal,decision_tree,0,0,0.7140229885057472,"{'max_features': 'sqrt', 'max_leaf_nodes': 25, 'max_depth': 5}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : max_hr : st_depression : thal,random_forest,0,0,0.7337931034482759,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': False, 'max_depth': 5}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : max_hr : num_major_vessels : thal,linear,0,0,0.4396483999550573,{'normalize': True},0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : max_hr : num_major_vessels : thal,knn,0,0,0.7880459770114943,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : max_hr : num_major_vessels : thal,logistic,0,0,0.8282758620689655,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : max_hr : num_major_vessels : thal,gaussian,0,0,0.8114942528735632,{},0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : max_hr : num_major_vessels : thal,svc,0,0,0.8078160919540232,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : max_hr : num_major_vessels : thal,decision_tree,0,0,0.7310344827586206,"{'max_features': 'auto', 'max_leaf_nodes': 20, 'max_depth': 10}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : max_hr : num_major_vessels : thal,random_forest,0,0,0.7777011494252873,"{'max_features': 'log2', 'max_leaf_nodes': 25, 'bootstrap': True, 'max_depth': 15}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,linear,0,0,0.38070022107767065,{'normalize': False},0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,knn,0,0,0.7877011494252874,"{'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,logistic,0,0,0.8078160919540232,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,gaussian,0,0,0.7844827586206897,{},0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,svc,0,0,0.7910344827586208,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,decision_tree,0,0,0.7340229885057472,"{'max_features': 'log2', 'max_leaf_nodes': 30, 'max_depth': 5}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,random_forest,0,0,0.800919540229885,"{'max_features': 'log2', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : thal,linear,0,0,0.39109597973382826,{'normalize': False},0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : thal,knn,0,0,0.7542528735632186,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : thal,logistic,0,0,0.811264367816092,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : thal,gaussian,0,0,0.8117241379310345,{},0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : thal,svc,0,0,0.8013793103448277,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : thal,decision_tree,0,0,0.6973563218390806,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 30}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : st_depression : thal,random_forest,0,0,0.764367816091954,"{'max_features': 'sqrt', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 15}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : num_major_vessels : thal,linear,0,0,0.4381422320474321,{'normalize': False},0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : num_major_vessels : thal,knn,0,0,0.7982758620689655,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : num_major_vessels : thal,logistic,0,0,0.8283908045977013,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : num_major_vessels : thal,gaussian,0,0,0.8080459770114942,{},0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : num_major_vessels : thal,svc,0,0,0.8214942528735634,"{'C': 1000, 'shrinking': True, 'gamma': 0.0001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : num_major_vessels : thal,decision_tree,0,0,0.7545977011494254,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 20}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : exercise_induced_angina : num_major_vessels : thal,random_forest,0,0,0.8179310344827586,"{'max_features': 'sqrt', 'max_leaf_nodes': 30, 'bootstrap': False, 'max_depth': 25}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : st_depression : num_major_vessels : thal,linear,0,0,0.42816349044735363,{'normalize': True},0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : st_depression : num_major_vessels : thal,knn,0,0,0.8044827586206896,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : st_depression : num_major_vessels : thal,logistic,0,0,0.8313793103448276,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : st_depression : num_major_vessels : thal,gaussian,0,0,0.8047126436781611,{},0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : st_depression : num_major_vessels : thal,svc,0,0,0.8077011494252876,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : st_depression : num_major_vessels : thal,decision_tree,0,0,0.7374712643678161,"{'max_features': 'log2', 'max_leaf_nodes': 20, 'max_depth': 30}",0,0,0,0,0,0
age : chest_pain : resting_bp : cholesterol : st_depression : num_major_vessels : thal,random_forest,0,0,0.801264367816092,"{'max_features': 'auto', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : num_major_vessels,linear,0,0,0.39921690747399297,{'normalize': False},0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : num_major_vessels,knn,0,0,0.7574712643678161,"{'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : num_major_vessels,logistic,0,0,0.811264367816092,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : num_major_vessels,gaussian,0,0,0.7909195402298851,{},0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : num_major_vessels,svc,0,0,0.8144827586206898,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : num_major_vessels,decision_tree,0,0,0.7040229885057472,"{'max_features': 'sqrt', 'max_leaf_nodes': 15, 'max_depth': 20}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : num_major_vessels,random_forest,0,0,0.7611494252873563,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': False, 'max_depth': 20}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : thal,linear,0,0,0.4110214614229221,{'normalize': False},0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : thal,knn,0,0,0.7675862068965518,"{'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : thal,logistic,0,0,0.8078160919540232,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : thal,gaussian,0,0,0.8048275862068965,{},0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : thal,svc,0,0,0.8048275862068965,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : thal,decision_tree,0,0,0.7342528735632183,"{'max_features': 'log2', 'max_leaf_nodes': 10, 'max_depth': 30}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : st_depression : thal,random_forest,0,0,0.7574712643678161,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 30}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : num_major_vessels : thal,linear,0,0,0.45925428169226495,{'normalize': True},0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : num_major_vessels : thal,knn,0,0,0.825287356321839,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : num_major_vessels : thal,logistic,0,0,0.8382758620689655,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : num_major_vessels : thal,gaussian,0,0,0.8248275862068966,{},0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : num_major_vessels : thal,svc,0,0,0.8348275862068967,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : num_major_vessels : thal,decision_tree,0,0,0.7372413793103448,"{'max_features': 'auto', 'max_leaf_nodes': 25, 'max_depth': 25}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : exercise_induced_angina : num_major_vessels : thal,random_forest,0,0,0.7943678160919541,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 30}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : st_depression : num_major_vessels : thal,linear,0,0,0.45582001779527886,{'normalize': True},0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : st_depression : num_major_vessels : thal,knn,0,0,0.784367816091954,"{'n_neighbors': 30, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : st_depression : num_major_vessels : thal,logistic,0,0,0.8347126436781609,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : st_depression : num_major_vessels : thal,gaussian,0,0,0.8080459770114942,{},0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : st_depression : num_major_vessels : thal,svc,0,0,0.8010344827586208,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : st_depression : num_major_vessels : thal,decision_tree,0,0,0.7337931034482759,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 30}",0,0,0,0,0,0
age : chest_pain : resting_bp : max_hr : st_depression : num_major_vessels : thal,random_forest,0,0,0.7744827586206897,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
age : chest_pain : resting_bp : exercise_induced_angina : st_depression : num_major_vessels : thal,linear,0,0,0.45545277239325976,{'normalize': False},0,0,0,0,0,0
age : chest_pain : resting_bp : exercise_induced_angina : st_depression : num_major_vessels : thal,knn,0,0,0.7979310344827587,"{'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : chest_pain : resting_bp : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0,0,0.8278160919540231,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : chest_pain : resting_bp : exercise_induced_angina : st_depression : num_major_vessels : thal,gaussian,0,0,0.8248275862068967,{},0,0,0,0,0,0
age : chest_pain : resting_bp : exercise_induced_angina : st_depression : num_major_vessels : thal,svc,0,0,0.8244827586206898,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : resting_bp : exercise_induced_angina : st_depression : num_major_vessels : thal,decision_tree,0,0,0.7305747126436781,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 15}",0,0,0,0,0,0
age : chest_pain : resting_bp : exercise_induced_angina : st_depression : num_major_vessels : thal,random_forest,0,0,0.7977011494252875,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'bootstrap': False, 'max_depth': 30}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,linear,0,0,0.3921145971698242,{'normalize': True},0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,knn,0,0,0.8079310344827586,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,logistic,0,0,0.8179310344827586,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,gaussian,0,0,0.7942528735632184,{},0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,svc,0,0,0.8044827586206896,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,decision_tree,0,0,0.6872413793103449,"{'max_features': 'auto', 'max_leaf_nodes': 15, 'max_depth': 10}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,random_forest,0,0,0.7779310344827587,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'bootstrap': False, 'max_depth': 25}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,linear,0,0,0.40869691556617715,{'normalize': True},0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,knn,0,0,0.791264367816092,"{'n_neighbors': 60, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,logistic,0,0,0.814712643678161,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,gaussian,0,0,0.8182758620689656,{},0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,svc,0,0,0.8182758620689656,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,decision_tree,0,0,0.6935632183908046,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 20}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,random_forest,0,0,0.7511494252873564,"{'max_features': 'sqrt', 'max_leaf_nodes': 2, 'bootstrap': False, 'max_depth': 5}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : num_major_vessels : thal,linear,0,0,0.45451053786585777,{'normalize': False},0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : num_major_vessels : thal,knn,0,0,0.8286206896551725,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : num_major_vessels : thal,logistic,0,0,0.8348275862068967,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : num_major_vessels : thal,gaussian,0,0,0.8214942528735634,{},0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : num_major_vessels : thal,svc,0,0,0.8349425287356322,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : num_major_vessels : thal,decision_tree,0,0,0.7480459770114942,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_depth': 10}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : exercise_induced_angina : num_major_vessels : thal,random_forest,0,0,0.7678160919540231,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': False, 'max_depth': 20}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : st_depression : num_major_vessels : thal,linear,0,0,0.4535607687782822,{'normalize': True},0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : st_depression : num_major_vessels : thal,knn,0,0,0.8010344827586205,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : st_depression : num_major_vessels : thal,logistic,0,0,0.831264367816092,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : st_depression : num_major_vessels : thal,gaussian,0,0,0.8249425287356325,{},0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : st_depression : num_major_vessels : thal,svc,0,0,0.7943678160919541,"{'C': 1000, 'shrinking': True, 'gamma': 0.0001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : st_depression : num_major_vessels : thal,decision_tree,0,0,0.7509195402298852,"{'max_features': None, 'max_leaf_nodes': 5, 'max_depth': 5}",0,0,0,0,0,0
age : chest_pain : cholesterol : max_hr : st_depression : num_major_vessels : thal,random_forest,0,0,0.7977011494252875,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': False, 'max_depth': 15}",0,0,0,0,0,0
age : chest_pain : cholesterol : exercise_induced_angina : st_depression : num_major_vessels : thal,linear,0,0,0.45243874436051607,{'normalize': False},0,0,0,0,0,0
age : chest_pain : cholesterol : exercise_induced_angina : st_depression : num_major_vessels : thal,knn,0,0,0.7981609195402298,"{'n_neighbors': 40, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : chest_pain : cholesterol : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0,0,0.831264367816092,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
age : chest_pain : cholesterol : exercise_induced_angina : st_depression : num_major_vessels : thal,gaussian,0,0,0.82816091954023,{},0,0,0,0,0,0
age : chest_pain : cholesterol : exercise_induced_angina : st_depression : num_major_vessels : thal,svc,0,0,0.8313793103448276,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : cholesterol : exercise_induced_angina : st_depression : num_major_vessels : thal,decision_tree,0,0,0.7410344827586207,"{'max_features': 'log2', 'max_leaf_nodes': 10, 'max_depth': 20}",0,0,0,0,0,0
age : chest_pain : cholesterol : exercise_induced_angina : st_depression : num_major_vessels : thal,random_forest,0,0,0.8047126436781611,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
age : chest_pain : max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,linear,0,0,0.4681469151324903,{'normalize': False},0,0,0,0,0,0
age : chest_pain : max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,knn,0,0,0.8352873563218391,"{'n_neighbors': 30, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : chest_pain : max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0,0,0.83816091954023,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : chest_pain : max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,gaussian,0,0,0.8414942528735633,{},0,0,0,0,0,0
age : chest_pain : max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,svc,0,0,0.8414942528735633,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : chest_pain : max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,decision_tree,0,0,0.7406896551724137,"{'max_features': 'auto', 'max_leaf_nodes': 15, 'max_depth': 15}",0,0,0,0,0,0
age : chest_pain : max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,random_forest,0,0,0.7880459770114944,"{'max_features': 'sqrt', 'max_leaf_nodes': 20, 'bootstrap': False, 'max_depth': 10}",0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,linear,0,0,0.3797592458449072,{'normalize': False},0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,knn,0,0,0.7714942528735632,"{'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,logistic,0,0,0.7916091954022988,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,gaussian,0,0,0.7947126436781609,{},0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,svc,0,0,0.7778160919540229,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,decision_tree,0,0,0.6936781609195402,"{'max_features': 'sqrt', 'max_leaf_nodes': 25, 'max_depth': 15}",0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,random_forest,0,0,0.7504597701149425,"{'max_features': 'auto', 'max_leaf_nodes': 15, 'bootstrap': False, 'max_depth': 1}",0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,linear,0,0,0.38256714879855724,{'normalize': True},0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,knn,0,0,0.7408045977011495,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,logistic,0,0,0.780919540229885,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,gaussian,0,0,0.791264367816092,{},0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,svc,0,0,0.7405747126436782,"{'C': 1000, 'shrinking': True, 'gamma': 0.0001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,decision_tree,0,0,0.6735632183908046,"{'max_features': 'log2', 'max_leaf_nodes': 10, 'max_depth': 15}",0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,random_forest,0,0,0.7140229885057472,"{'max_features': 'sqrt', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 5}",0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : num_major_vessels : thal,linear,0,0,0.44391060689045736,{'normalize': True},0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : num_major_vessels : thal,knn,0,0,0.7945977011494254,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : num_major_vessels : thal,logistic,0,0,0.8183908045977011,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
age : resting_bp : cholesterol : max_hr : exercise_induced_angina : num_major_vessels : thal,gaussian,0,0,0.8183908045977013,{},0,0,0,0,0,0
