+-------------------------+---------------+------------------+----------------+----------------+----------------+----------------+----------------------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------+
|         Feature         |   Estimator   |     Accuracy     |   Precision    |     Recall     |       F1       |      AUC       |                                        Accuracy_best                                         |                                        Precision_best                                        |                                         Recall_best                                          |                                           F1_best                                            |                                           AUC_best                                           |
|           ecg           |    gaussian   |  0.579124579125  | 0.579124579125 | 0.579124579125 | 0.579124579125 | 0.579124579125 |                                              {}                                              |                                              {}                                              |                                              {}                                              |                                              {}                                              |                                              {}                                              |
|           ecg           |      svc      |  0.585858585859  | 0.585858585859 | 0.585858585859 | 0.585858585859 | 0.585858585859 |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |
|           ecg           | decision_tree |  0.585858585859  | 0.585858585859 | 0.585858585859 | 0.585858585859 | 0.585858585859 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |
|           ecg           | random_forest |  0.585858585859  | 0.585858585859 | 0.585858585859 | 0.585858585859 | 0.585858585859 |      {'max_features': 'auto', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 1}       |      {'max_features': 'auto', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 1}       |      {'max_features': 'auto', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 1}       |      {'max_features': 'auto', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 1}       |      {'max_features': 'auto', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 1}       |
|          max_hr         |     linear    |  0.247329670159  |      0.0       |      0.0       |      0.0       |      0.0       |                                     {'normalize': False}                                     |                                             0.0                                              |                                             0.0                                              |                                             0.0                                              |                                             0.0                                              |
|          max_hr         |      knn      |  0.713804713805  | 0.713804713805 | 0.713804713805 | 0.713804713805 | 0.713804713805 | {'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |
|          max_hr         |    logistic   |  0.710437710438  | 0.710437710438 | 0.710437710438 | 0.710437710438 | 0.710437710438 |                             {'penalty': 'l1', 'solver': 'lbfgs'}                             |                             {'penalty': 'l1', 'solver': 'lbfgs'}                             |                             {'penalty': 'l1', 'solver': 'lbfgs'}                             |                             {'penalty': 'l1', 'solver': 'lbfgs'}                             |                             {'penalty': 'l1', 'solver': 'lbfgs'}                             |
|          max_hr         |    gaussian   |  0.690235690236  | 0.690235690236 | 0.690235690236 | 0.690235690236 | 0.690235690236 |                                              {}                                              |                                              {}                                              |                                              {}                                              |                                              {}                                              |                                              {}                                              |
|          max_hr         |      svc      |  0.710437710438  | 0.710437710438 | 0.710437710438 | 0.710437710438 | 0.710437710438 |        {'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}        |        {'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}        |        {'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}        |        {'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}        |        {'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}        |
|          max_hr         | decision_tree |  0.707070707071  | 0.707070707071 | 0.707070707071 | 0.707070707071 | 0.707070707071 |                {'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 5}                |                {'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 5}                |                {'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 5}                |                {'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 5}                |                {'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 5}                |
|          max_hr         | random_forest |  0.713804713805  | 0.713804713805 | 0.713804713805 | 0.713804713805 | 0.713804713805 |      {'max_features': 'auto', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}       |      {'max_features': 'auto', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}       |      {'max_features': 'auto', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}       |      {'max_features': 'auto', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}       |      {'max_features': 'auto', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}       |
| exercise_induced_angina |     linear    |  0.135868794835  |      0.0       |      0.0       |      0.0       |      0.0       |                                     {'normalize': True}                                      |                                             0.0                                              |                                             0.0                                              |                                             0.0                                              |                                             0.0                                              |
| exercise_induced_angina |      knn      |  0.710437710438  | 0.710437710438 | 0.710437710438 | 0.710437710438 | 0.710437710438 | {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |
| exercise_induced_angina |    logistic   |  0.710437710438  | 0.710437710438 | 0.710437710438 | 0.710437710438 | 0.710437710438 |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |
| exercise_induced_angina |    gaussian   |  0.710437710438  | 0.710437710438 | 0.710437710438 | 0.710437710438 | 0.710437710438 |                                              {}                                              |                                              {}                                              |                                              {}                                              |                                              {}                                              |                                              {}                                              |
| exercise_induced_angina |      svc      |  0.710437710438  | 0.710437710438 | 0.710437710438 | 0.710437710438 | 0.710437710438 |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |
| exercise_induced_angina | decision_tree |  0.710437710438  | 0.710437710438 | 0.710437710438 | 0.710437710438 | 0.710437710438 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |
| exercise_induced_angina | random_forest |  0.710437710438  | 0.710437710438 | 0.710437710438 | 0.710437710438 | 0.710437710438 |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |
|      st_depression      |     linear    |  0.158136189494  |      0.0       |      0.0       |      0.0       |      0.0       |                                     {'normalize': False}                                     |                                             0.0                                              |                                             0.0                                              |                                             0.0                                              |                                             0.0                                              |
|      st_depression      |      knn      |  0.700336700337  | 0.700336700337 | 0.700336700337 | 0.700336700337 | 0.700336700337 | {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |
|      st_depression      |    logistic   |  0.676767676768  | 0.676767676768 | 0.676767676768 | 0.676767676768 | 0.676767676768 |                             {'penalty': 'l1', 'solver': 'lbfgs'}                             |                             {'penalty': 'l1', 'solver': 'lbfgs'}                             |                             {'penalty': 'l1', 'solver': 'lbfgs'}                             |                             {'penalty': 'l1', 'solver': 'lbfgs'}                             |                             {'penalty': 'l1', 'solver': 'lbfgs'}                             |
|      st_depression      |    gaussian   |  0.676767676768  | 0.676767676768 | 0.676767676768 | 0.676767676768 | 0.676767676768 |                                              {}                                              |                                              {}                                              |                                              {}                                              |                                              {}                                              |                                              {}                                              |
|      st_depression      |      svc      |  0.680134680135  | 0.680134680135 | 0.680134680135 | 0.680134680135 | 0.680134680135 |       {'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}        |       {'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}        |       {'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}        |       {'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}        |       {'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}        |
|      st_depression      | decision_tree |  0.69696969697   | 0.69696969697  | 0.69696969697  | 0.69696969697  | 0.69696969697  |                {'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 5}                 |                {'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 5}                 |                {'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 5}                 |                {'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 5}                 |                {'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 5}                 |
|      st_depression      | random_forest |  0.710437710438  | 0.710437710438 | 0.710437710438 | 0.710437710438 | 0.710437710438 |      {'max_features': 'log2', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 15}      |      {'max_features': 'log2', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 15}      |      {'max_features': 'log2', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 15}      |      {'max_features': 'log2', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 15}      |      {'max_features': 'log2', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 15}      |
|          slope          |     linear    |  0.064129865159  |      0.0       |      0.0       |      0.0       |      0.0       |                                     {'normalize': False}                                     |                                             0.0                                              |                                             0.0                                              |                                             0.0                                              |                                             0.0                                              |
|          slope          |      knn      |  0.686868686869  | 0.686868686869 | 0.686868686869 | 0.686868686869 | 0.686868686869 | {'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |
|          slope          |    logistic   |  0.686868686869  | 0.686868686869 | 0.686868686869 | 0.686868686869 | 0.686868686869 |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |
|          slope          |    gaussian   |  0.686868686869  | 0.686868686869 | 0.686868686869 | 0.686868686869 | 0.686868686869 |                                              {}                                              |                                              {}                                              |                                              {}                                              |                                              {}                                              |                                              {}                                              |
|          slope          |      svc      |  0.686868686869  | 0.686868686869 | 0.686868686869 | 0.686868686869 | 0.686868686869 |       {'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}        |       {'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}        |       {'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}        |       {'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}        |       {'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}        |
|          slope          | decision_tree |  0.686868686869  | 0.686868686869 | 0.686868686869 | 0.686868686869 | 0.686868686869 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |
|          slope          | random_forest |  0.690235690236  | 0.690235690236 | 0.690235690236 | 0.690235690236 | 0.690235690236 |       {'max_features': None, 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}        |       {'max_features': None, 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}        |       {'max_features': None, 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}        |       {'max_features': None, 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}        |       {'max_features': None, 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}        |
|    num_major_vessels    |     linear    |  0.27875536685   |      0.0       |      0.0       |      0.0       |      0.0       |                                     {'normalize': True}                                      |                                             0.0                                              |                                             0.0                                              |                                             0.0                                              |                                             0.0                                              |
|    num_major_vessels    |      knn      |  0.744107744108  | 0.744107744108 | 0.744107744108 | 0.744107744108 | 0.744107744108 | {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |
|    num_major_vessels    |    logistic   |  0.744107744108  | 0.744107744108 | 0.744107744108 | 0.744107744108 | 0.744107744108 |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |
|    num_major_vessels    |    gaussian   |  0.700336700337  | 0.700336700337 | 0.700336700337 | 0.700336700337 | 0.700336700337 |                                              {}                                              |                                              {}                                              |                                              {}                                              |                                              {}                                              |                                              {}                                              |
|    num_major_vessels    |      svc      |  0.744107744108  | 0.744107744108 | 0.744107744108 | 0.744107744108 | 0.744107744108 |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |
|    num_major_vessels    | decision_tree |  0.744107744108  | 0.744107744108 | 0.744107744108 | 0.744107744108 | 0.744107744108 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |
|    num_major_vessels    | random_forest |  0.744107744108  | 0.744107744108 | 0.744107744108 | 0.744107744108 | 0.744107744108 |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |
|           thal          |     linear    |  0.423069895333  |      0.0       |      0.0       |      0.0       |      0.0       |                                     {'normalize': False}                                     |                                             0.0                                              |                                             0.0                                              |                                             0.0                                              |                                             0.0                                              |
|           thal          |      knn      |  0.76430976431   | 0.76430976431  | 0.76430976431  | 0.76430976431  | 0.76430976431  | {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} | {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |
|           thal          |    logistic   |  0.76430976431   | 0.76430976431  | 0.76430976431  | 0.76430976431  | 0.76430976431  |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |                           {'penalty': 'l1', 'solver': 'liblinear'}                           |
|           thal          |    gaussian   |  0.76430976431   | 0.76430976431  | 0.76430976431  | 0.76430976431  | 0.76430976431  |                                              {}                                              |                                              {}                                              |                                              {}                                              |                                              {}                                              |                                              {}                                              |
|           thal          |      svc      |  0.76430976431   | 0.76430976431  | 0.76430976431  | 0.76430976431  | 0.76430976431  |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |         {'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}          |
|           thal          | decision_tree |  0.76430976431   | 0.76430976431  | 0.76430976431  | 0.76430976431  | 0.76430976431  |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |                {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |
|           thal          | random_forest |  0.76430976431   | 0.76430976431  | 0.76430976431  | 0.76430976431  | 0.76430976431  |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |
+-------------------------+---------------+------------------+----------------+----------------+----------------+----------------+----------------------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------+
